Freq.	V(vi)/I(C)
5.75439937337156e+001	(1.58397641451085e+002dB,9.01564814565142e+001°)
5.88843655355588e+001	(1.58197642977763e+002dB,9.01601263591097e+001°)
6.02559586074357e+001	(1.57997644576392e+002dB,9.01638561610514e+001°)
6.16595001861481e+001	(1.57797646250361e+002dB,9.01676728398029e+001°)
6.30957344480192e+001	(1.57597648003221e+002dB,9.01715784188825e+001°)
6.45654229034654e+001	(1.57397649838690e+002dB,9.01755749689345e+001°)
6.60693448007595e+001	(1.57197651760661e+002dB,9.01796646088270e+001°)
6.76082975391980e+001	(1.56997653773211e+002dB,9.01838495067745e+001°)
6.91830970918935e+001	(1.56797655880608e+002dB,9.01881318814864e+001°)
7.07945784384136e+001	(1.56597658087323e+002dB,9.01925140033432e+001°)
7.24435960074988e+001	(1.56397660398036e+002dB,9.01969981955986e+001°)
7.41310241300916e+001	(1.56197662817648e+002dB,9.02015868356108e+001°)
7.58577575029182e+001	(1.55997665351292e+002dB,9.02062823561020e+001°)
7.76247116628690e+001	(1.55797668004341e+002dB,9.02110872464467e+001°)
7.94328234724279e+001	(1.55597670782423e+002dB,9.02160040539911e+001°)
8.12830516164097e+001	(1.55397673691429e+002dB,9.02210353854016e+001°)
8.31763771102669e+001	(1.55197676737531e+002dB,9.02261839080464e+001°)
8.51138038202374e+001	(1.54997679927189e+002dB,9.02314523514073e+001°)
8.70963589956078e+001	(1.54797683267168e+002dB,9.02368435085263e+001°)
8.91250938133743e+001	(1.54597686764553e+002dB,9.02423602374842e+001°)
9.12010839355907e+001	(1.54397690426762e+002dB,9.02480054629144e+001°)
9.33254300796988e+001	(1.54197694261561e+002dB,9.02537821775513e+001°)
9.54992586021433e+001	(1.53997698277086e+002dB,9.02596934438155e+001°)
9.77237220955808e+001	(1.53797702481853e+002dB,9.02657423954349e+001°)
9.99999999999997e+001	(1.53597706884780e+002dB,9.02719322391042e+001°)
1.02329299228075e+002	(1.53397711495205e+002dB,9.02782662561820e+001°)
1.04712854805090e+002	(1.53197716322908e+002dB,9.02847478044284e+001°)
1.07151930523760e+002	(1.52997721378128e+002dB,9.02913803197823e+001°)
1.09647819614318e+002	(1.52797726671587e+002dB,9.02981673181795e+001°)
1.12201845430196e+002	(1.52597732214511e+002dB,9.03051123974141e+001°)
1.14815362149688e+002	(1.52397738018659e+002dB,9.03122192390424e+001°)
1.17489755493953e+002	(1.52197744096339e+002dB,9.03194916103305e+001°)
1.20226443461741e+002	(1.51997750460442e+002dB,9.03269333662481e+001°)
1.23026877081238e+002	(1.51797757124466e+002dB,9.03345484515079e+001°)
1.25892541179416e+002	(1.51597764102545e+002dB,9.03423409026520e+001°)
1.28824955169313e+002	(1.51397771409478e+002dB,9.03503148501876e+001°)
1.31825673855640e+002	(1.51197779060764e+002dB,9.03584745207707e+001°)
1.34896288259165e+002	(1.50997787072629e+002dB,9.03668242394421e+001°)
1.38038426460288e+002	(1.50797795462065e+002dB,9.03753684319138e+001°)
1.41253754462275e+002	(1.50597804246867e+002dB,9.03841116269087e+001°)
1.44543977074592e+002	(1.50397813445664e+002dB,9.03930584585548e+001°)
1.47910838816820e+002	(1.50197823077967e+002dB,9.04022136688346e+001°)
1.51356124843620e+002	(1.49997833164202e+002dB,9.04115821100906e+001°)
1.54881661891248e+002	(1.49797843725763e+002dB,9.04211687475894e+001°)
1.58489319246111e+002	(1.49597854785047e+002dB,9.04309786621448e+001°)
1.62181009735892e+002	(1.49397866365508e+002dB,9.04410170528015e+001°)
1.65958690743755e+002	(1.49197878491707e+002dB,9.04512892395805e+001°)
1.69824365246174e+002	(1.48997891189360e+002dB,9.04618006662883e+001°)
1.73780082874937e+002	(1.48797904485395e+002dB,9.04725569033906e+001°)
1.77827941003892e+002	(1.48597918408009e+002dB,9.04835636509522e+001°)
1.81970085860998e+002	(1.48397932986728e+002dB,9.04948267416451e+001°)
1.86208713666286e+002	(1.48197948252469e+002dB,9.05063521438249e+001°)
1.90546071796324e+002	(1.47997964237604e+002dB,9.05181459646796e+001°)
1.94984459975804e+002	(1.47797980976032e+002dB,9.05302144534491e+001°)
1.99526231496887e+002	(1.47597998503249e+002dB,9.05425640047198e+001°)
2.04173794466952e+002	(1.47398016856422e+002dB,9.05552011617948e+001°)
2.08929613085403e+002	(1.47198036074471e+002dB,9.05681326201412e+001°)
2.13796208950222e+002	(1.46998056198147e+002dB,9.05813652309167e+001°)
2.18776162394954e+002	(1.46798077270122e+002dB,9.05949060045767e+001°)
2.23872113856833e+002	(1.46598099335080e+002dB,9.06087621145652e+001°)
2.29086765276776e+002	(1.46398122439807e+002dB,9.06229409010882e+001°)
2.34422881531991e+002	(1.46198146633295e+002dB,9.06374498749758e+001°)
2.39883291901948e+002	(1.45998171966842e+002dB,9.06522967216304e+001°)
2.45470891568502e+002	(1.45798198494164e+002dB,9.06674893050670e+001°)
2.51188643150957e+002	(1.45598226271507e+002dB,9.06830356720438e+001°)
2.57039578276885e+002	(1.45398255357765e+002dB,9.06989440562885e+001°)
2.63026799189537e+002	(1.45198285814607e+002dB,9.07152228828203e+001°)
2.69153480392690e+002	(1.44998317706607e+002dB,9.07318807723698e+001°)
2.75422870333816e+002	(1.44798351101380e+002dB,9.07489265458996e+001°)
2.81838293126444e+002	(1.44598386069725e+002dB,9.07663692292279e+001°)
2.88403150312659e+002	(1.44398422685775e+002dB,9.07842180577564e+001°)
2.95120922666637e+002	(1.44198461027155e+002dB,9.08024824813050e+001°)
3.01995172040200e+002	(1.43998501175147e+002dB,9.08211721690567e+001°)
3.09029543251358e+002	(1.43798543214857e+002dB,9.08402970146126e+001°)
3.16227766016837e+002	(1.43598587235402e+002dB,9.08598671411628e+001°)
3.23593656929627e+002	(1.43398633330092e+002dB,9.08798929067716e+001°)
3.31131121482590e+002	(1.43198681596634e+002dB,9.09003849097829e+001°)
3.38844156139201e+002	(1.42998732137334e+002dB,9.09213539943458e+001°)
3.46736850452530e+002	(1.42798785059312e+002dB,9.09428112560646e+001°)
3.54813389233574e+002	(1.42598840474736e+002dB,9.09647680477748e+001°)
3.63078054770100e+002	(1.42398898501050e+002dB,9.09872359854471e+001°)
3.71535229097171e+002	(1.42198959261229e+002dB,9.10102269542239e+001°)
3.80189396320559e+002	(1.41999022884036e+002dB,9.10337531145887e+001°)
3.89045144994279e+002	(1.41799089504294e+002dB,9.10578269086731e+001°)
3.98107170553495e+002	(1.41599159263173e+002dB,9.10824610667019e+001°)
4.07380277804111e+002	(1.41399232308486e+002dB,9.11076686135808e+001°)
4.16869383470333e+002	(1.41199308795002e+002dB,9.11334628756292e+001°)
4.26579518801591e+002	(1.40999388884773e+002dB,9.11598574874592e+001°)
4.36515832240164e+002	(1.40799472747475e+002dB,9.11868663990063e+001°)
4.46683592150961e+002	(1.40599560560768e+002dB,9.12145038827114e+001°)
4.57088189614873e+002	(1.40399652510672e+002dB,9.12427845408601e+001°)
4.67735141287196e+002	(1.40199748791955e+002dB,9.12717233130796e+001°)
4.78630092322636e+002	(1.39999849608547e+002dB,9.13013354839972e+001°)
4.89778819368444e+002	(1.39799955173970e+002dB,9.13316366910633e+001°)
5.01187233627270e+002	(1.39600065711789e+002dB,9.13626429325409e+001°)
5.12861383991362e+002	(1.39400181456079e+002dB,9.13943705756652e+001°)
5.24807460249770e+002	(1.39200302651923e+002dB,9.14268363649762e+001°)
5.37031796370250e+002	(1.39000429555926e+002dB,9.14600574308254e+001°)
5.49540873857622e+002	(1.38800562436756e+002dB,9.14940512980626e+001°)
5.62341325190346e+002	(1.38600701575710e+002dB,9.15288358949015e+001°)
5.75439937337154e+002	(1.38400847267302e+002dB,9.15644295619707e+001°)
5.88843655355586e+002	(1.38200999819890e+002dB,9.16008510615493e+001°)
6.02559586074355e+002	(1.38001159556316e+002dB,9.16381195869928e+001°)
6.16595001861479e+002	(1.37801326814591e+002dB,9.16762547723490e+001°)
6.30957344480190e+002	(1.37601501948603e+002dB,9.17152767021688e+001°)
6.45654229034652e+002	(1.37401685328856e+002dB,9.17552059215121e+001°)
6.60693448007592e+002	(1.37201877343256e+002dB,9.17960634461532e+001°)
6.76082975391978e+002	(1.37002078397917e+002dB,9.18378707729861e+001°)
6.91830970918933e+002	(1.36802288918017e+002dB,9.18806498906322e+001°)
7.07945784384134e+002	(1.36602509348686e+002dB,9.19244232902539e+001°)
7.24435960074986e+002	(1.36402740155942e+002dB,9.19692139765726e+001°)
7.41310241300914e+002	(1.36202981827662e+002dB,9.20150454790963e+001°)
7.58577575029180e+002	(1.36003234874607e+002dB,9.20619418635553e+001°)
7.76247116628688e+002	(1.35803499831485e+002dB,9.21099277435492e+001°)
7.94328234724277e+002	(1.35603777258071e+002dB,9.21590282924048e+001°)
8.12830516164095e+002	(1.35404067740377e+002dB,9.22092692552462e+001°)
8.31763771102666e+002	(1.35204371891869e+002dB,9.22606769612778e+001°)
8.51138038202372e+002	(1.35004690354750e+002dB,9.23132783362797e+001°)
8.70963589956076e+002	(1.34805023801298e+002dB,9.23671009153155e+001°)
8.91250938133741e+002	(1.34605372935259e+002dB,9.24221728556520e+001°)
9.12010839355905e+002	(1.34405738493317e+002dB,9.24785229498902e+001°)
9.33254300796986e+002	(1.34206121246618e+002dB,9.25361806393051e+001°)
9.54992586021431e+002	(1.34006522002376e+002dB,9.25951760273940e+001°)
9.77237220955805e+002	(1.33806941605538e+002dB,9.26555398936287e+001°)
9.99999999999994e+002	(1.33607380940540e+002dB,9.27173037074116e+001°)
1.02329299228075e+003	(1.33407840933134e+002dB,9.27804996422290e+001°)
1.04712854805089e+003	(1.33208322552296e+002dB,9.28451605900001e+001°)
1.07151930523760e+003	(1.33008826812232e+002dB,9.29113201756147e+001°)
1.09647819614318e+003	(1.32809354774461e+002dB,9.29790127716553e+001°)
1.12201845430196e+003	(1.32609907549999e+002dB,9.30482735132965e+001°)
1.14815362149688e+003	(1.32410486301646e+002dB,9.31191383133748e+001°)
1.17489755493952e+003	(1.32211092246366e+002dB,9.31916438776192e+001°)
1.20226443461741e+003	(1.32011726657779e+002dB,9.32658277200354e+001°)
1.23026877081237e+003	(1.31812390868767e+002dB,9.33417281784307e+001°)
1.25892541179416e+003	(1.31613086274194e+002dB,9.34193844300700e+001°)
1.28824955169313e+003	(1.31413814333742e+002dB,9.34988365074485e+001°)
1.31825673855640e+003	(1.31214576574885e+002dB,9.35801253141677e+001°)
1.34896288259165e+003	(1.31015374595984e+002dB,9.36632926408981e+001°)
1.38038426460288e+003	(1.30816210069522e+002dB,9.37483811814119e+001°)
1.41253754462275e+003	(1.30617084745484e+002dB,9.38354345486669e+001°)
1.44543977074592e+003	(1.30418000454883e+002dB,9.39244972909187e+001°)
1.47910838816820e+003	(1.30218959113441e+002dB,9.40156149078413e+001°)
1.51356124843620e+003	(1.30019962725429e+002dB,9.41088338666288e+001°)
1.54881661891247e+003	(1.29821013387673e+002dB,9.42042016180522e+001°)
1.58489319246110e+003	(1.29622113293740e+002dB,9.43017666124414e+001°)
1.62181009735892e+003	(1.29423264738294e+002dB,9.44015783155604e+001°)
1.65958690743755e+003	(1.29224470121645e+002dB,9.45036872243406e+001°)
1.69824365246173e+003	(1.29025731954489e+002dB,9.46081448824358e+001°)
1.73780082874936e+003	(1.28827052862854e+002dB,9.47150038955557e+001°)
1.77827941003891e+003	(1.28628435593244e+002dB,9.48243179465368e+001°)
1.81970085860997e+003	(1.28429883018014e+002dB,9.49361418101008e+001°)
1.86208713666286e+003	(1.28231398140950e+002dB,9.50505313672507e+001°)
1.90546071796323e+003	(1.28032984103100e+002dB,9.51675436192493e+001°)
1.94984459975803e+003	(1.27834644188827e+002dB,9.52872367011198e+001°)
1.99526231496887e+003	(1.27636381832122e+002dB,9.54096698946064e+001°)
2.04173794466952e+003	(1.27438200623165e+002dB,9.55349036405249e+001°)
2.08929613085403e+003	(1.27240104315155e+002dB,9.56629995504315e+001°)
2.13796208950222e+003	(1.27042096831404e+002dB,9.57940204175295e+001°)
2.18776162394954e+003	(1.26844182272720e+002dB,9.59280302267316e+001°)
2.23872113856832e+003	(1.26646364925076e+002dB,9.60650941637864e+001°)
2.29086765276776e+003	(1.26448649267567e+002dB,9.62052786233735e+001°)
2.34422881531991e+003	(1.26251039980688e+002dB,9.63486512160652e+001°)
2.39883291901947e+003	(1.26053541954905e+002dB,9.64952807740443e+001°)
2.45470891568501e+003	(1.25856160299567e+002dB,9.66452373554624e+001°)
2.51188643150956e+003	(1.25658900352124e+002dB,9.67985922473141e+001°)
2.57039578276885e+003	(1.25461767687698e+002dB,9.69554179666961e+001°)
2.63026799189536e+003	(1.25264768128989e+002dB,9.71157882603096e+001°)
2.69153480392690e+003	(1.25067907756523e+002dB,9.72797781020598e+001°)
2.75422870333815e+003	(1.24871192919265e+002dB,9.74474636885918e+001°)
2.81838293126443e+003	(1.24674630245584e+002dB,9.76189224325997e+001°)
2.88403150312659e+003	(1.24478226654581e+002dB,9.77942329537301e+001°)
2.95120922666636e+003	(1.24281989367791e+002dB,9.79734750668945e+001°)
3.01995172040199e+003	(1.24085925921250e+002dB,9.81567297677948e+001°)
3.09029543251357e+003	(1.23890044177931e+002dB,9.83440792154540e+001°)
3.16227766016836e+003	(1.23694352340560e+002dB,9.85356067115347e+001°)
3.23593656929626e+003	(1.23498858964798e+002dB,9.87313966762172e+001°)
3.31131121482589e+003	(1.23303572972792e+002dB,9.89315346203968e+001°)
3.38844156139200e+003	(1.23108503667095e+002dB,9.91361071139476e+001°)
3.46736850452529e+003	(1.22913660744937e+002dB,9.93452017497936e+001°)
3.54813389233573e+003	(1.22719054312857e+002dB,9.95589071035081e+001°)
3.63078054770099e+003	(1.22524694901669e+002dB,9.97773126881595e+001°)
3.71535229097170e+003	(1.22330593481755e+002dB,1.00000508904105e+002°)
3.80189396320558e+003	(1.22136761478678e+002dB,1.00228586983421e+002°)
3.89045144994278e+003	(1.21943210789077e+002dB,1.00461638928661e+002°)
3.98107170553494e+003	(1.21749953796845e+002dB,1.00699757445593e+002°)
4.07380277804110e+003	(1.21557003389548e+002dB,1.00943035869604e+002°)
4.16869383470332e+003	(1.21364372975061e+002dB,1.01191568085391e+002°)
4.26579518801589e+003	(1.21172076498393e+002dB,1.01445448439617e+002°)
4.36515832240162e+003	(1.20980128458655e+002dB,1.01704771646140e+002°)
4.46683592150960e+003	(1.20788543926128e+002dB,1.01969632683459e+002°)
4.57088189614871e+003	(1.20597338559399e+002dB,1.02240126684011e+002°)
4.67735141287194e+003	(1.20406528622488e+002dB,1.02516348814924e+002°)
4.78630092322634e+003	(1.20216131001929e+002dB,1.02798394149872e+002°)
4.89778819368442e+003	(1.20026163223723e+002dB,1.03086357531646e+002°)
5.01187233627268e+003	(1.19836643470110e+002dB,1.03380333425072e+002°)
5.12861383991361e+003	(1.19647590596056e+002dB,1.03680415759928e+002°)
5.24807460249768e+003	(1.19459024145402e+002dB,1.03986697763495e+002°)
5.37031796370248e+003	(1.19270964366550e+002dB,1.04299271782419e+002°)
5.49540873857620e+003	(1.19083432227615e+002dB,1.04618229093563e+002°)
5.62341325190344e+003	(1.18896449430910e+002dB,1.04943659703566e+002°)
5.75439937337152e+003	(1.18710038426664e+002dB,1.05275652136832e+002°)
5.88843655355584e+003	(1.18524222425838e+002dB,1.05614293211734e+002°)
6.02559586074353e+003	(1.18339025411922e+002dB,1.05959667804847e+002°)
6.16595001861477e+003	(1.18154472151543e+002dB,1.06311858603049e+002°)
6.30957344480188e+003	(1.17970588203766e+002dB,1.06670945843422e+002°)
6.45654229034650e+003	(1.17787399927911e+002dB,1.07037007040915e+002°)
6.60693448007590e+003	(1.17604934489714e+002dB,1.07410116703809e+002°)
6.76082975391976e+003	(1.17423219865687e+002dB,1.07790346037093e+002°)
6.91830970918931e+003	(1.17242284845456e+002dB,1.08177762633964e+002°)
7.07945784384132e+003	(1.17062159031923e+002dB,1.08572430155724e+002°)
7.24435960074984e+003	(1.16882872839040e+002dB,1.08974408000475e+002°)
7.41310241300911e+003	(1.16704457486998e+002dB,1.09383750961114e+002°)
7.58577575029177e+003	(1.16526944994635e+002dB,1.09800508873229e+002°)
7.76247116628685e+003	(1.16350368168848e+002dB,1.10224726253667e+002°)
7.94328234724275e+003	(1.16174760590813e+002dB,1.10656441930628e+002°)
8.12830516164092e+003	(1.16000156598794e+002dB,1.11095688666319e+002°)
8.31763771102664e+003	(1.15826591267346e+002dB,1.11542492773335e+002°)
8.51138038202369e+003	(1.15654100382712e+002dB,1.11996873726086e+002°)
8.70963589956073e+003	(1.15482720414218e+002dB,1.12458843768773e+002°)
8.91250938133738e+003	(1.15312488481477e+002dB,1.12928407521540e+002°)
9.12010839355902e+003	(1.15143442317249e+002dB,1.13405561586641e+002°)
9.33254300796983e+003	(1.14975620225774e+002dB,1.13890294156598e+002°)
9.54992586021428e+003	(1.14809061036465e+002dB,1.14382584626506e+002°)
9.77237220955802e+003	(1.14643804052823e+002dB,1.14882403212798e+002°)
9.99999999999991e+003	(1.14479888996490e+002dB,1.15389710580955e+002°)
1.02329299228075e+004	(1.14317355946380e+002dB,1.15904457484768e+002°)
1.04712854805089e+004	(1.14156245272840e+002dB,1.16426584419936e+002°)
1.07151930523760e+004	(1.13996597566856e+002dB,1.16956021294864e+002°)
1.09647819614318e+004	(1.13838453564331e+002dB,1.17492687121668e+002°)
1.12201845430195e+004	(1.13681854065529e+002dB,1.18036489730460e+002°)
1.14815362149687e+004	(1.13526839849788e+002dB,1.18587325510041e+002°)
1.17489755493952e+004	(1.13373451585702e+002dB,1.19145079178192e+002°)
1.20226443461740e+004	(1.13221729736967e+002dB,1.19709623584716e+002°)
1.23026877081237e+004	(1.13071714464172e+002dB,1.20280819550394e+002°)
1.25892541179416e+004	(1.12923445522864e+002dB,1.20858515744906e+002°)
1.28824955169312e+004	(1.12776962158254e+002dB,1.21442548606706e+002°)
1.31825673855640e+004	(1.12632302997002e+002dB,1.22032742307662e+002°)
1.34896288259164e+004	(1.12489505936554e+002dB,1.22628908765079e+002°)
1.38038426460287e+004	(1.12348608032574e+002dB,1.23230847703533e+002°)
1.41253754462274e+004	(1.12209645385041e+002dB,1.23838346768595e+002°)
1.44543977074591e+004	(1.12072653023642e+002dB,1.24451181694283e+002°)
1.47910838816819e+004	(1.11937664793131e+002dB,1.25069116525657e+002°)
1.51356124843619e+004	(1.11804713239347e+002dB,1.25691903897611e+002°)
1.54881661891247e+004	(1.11673829496630e+002dB,1.26319285370461e+002°)
1.58489319246110e+004	(1.11545043177383e+002dB,1.26950991822463e+002°)
1.62181009735891e+004	(1.11418382264559e+002dB,1.27586743898918e+002°)
1.65958690743755e+004	(1.11293873007833e+002dB,1.28226252516982e+002°)
1.69824365246173e+004	(1.11171539824253e+002dB,1.28869219424797e+002°)
1.73780082874936e+004	(1.11051405204112e+002dB,1.29515337813004e+002°)
1.77827941003891e+004	(1.10933489622802e+002dB,1.30164292976191e+002°)
1.81970085860997e+004	(1.10817811459345e+002dB,1.30815763021284e+002°)
1.86208713666285e+004	(1.10704386922288e+002dB,1.31469419619396e+002°)
1.90546071796323e+004	(1.10593229983568e+002dB,1.32124928797179e+002°)
1.94984459975803e+004	(1.10484352320935e+002dB,1.32781951763257e+002°)
1.99526231496886e+004	(1.10377763269399e+002dB,1.33440145764951e+002°)
2.04173794466951e+004	(1.10273469782164e+002dB,1.34099164970122e+002°)
2.08929613085402e+004	(1.10171476401361e+002dB,1.34758661368691e+002°)
2.13796208950221e+004	(1.10071785238864e+002dB,1.35418285688145e+002°)
2.18776162394953e+004	(1.09974395967350e+002dB,1.36077688317176e+002°)
2.23872113856832e+004	(1.09879305821686e+002dB,1.36736520231516e+002°)
2.29086765276775e+004	(1.09786509610627e+002dB,1.37394433915972e+002°)
2.34422881531990e+004	(1.09695999738728e+002dB,1.38051084276753e+002°)
2.39883291901947e+004	(1.09607766238267e+002dB,1.38706129538259e+002°)
2.45470891568501e+004	(1.09521796810895e+002dB,1.39359232118707e+002°)
2.51188643150956e+004	(1.09438076878654e+002dB,1.40010059479227e+002°)
2.57039578276884e+004	(1.09356589643900e+002dB,1.40658284941337e+002°)
2.63026799189536e+004	(1.09277316157636e+002dB,1.41303588468112e+002°)
2.69153480392689e+004	(1.09200235395658e+002dB,1.41945657404748e+002°)
2.75422870333814e+004	(1.09125324341877e+002dB,1.42584187174678e+002°)
2.81838293126443e+004	(1.09052558078149e+002dB,1.43218881927894e+002°)
2.88403150312658e+004	(1.08981909879870e+002dB,1.43849455138629e+002°)
2.95120922666636e+004	(1.08913351316607e+002dB,1.44475630150080e+002°)
3.01995172040199e+004	(1.08846852356986e+002dB,1.45097140664390e+002°)
3.09029543251356e+004	(1.08782381477074e+002dB,1.45713731176631e+002°)
3.16227766016835e+004	(1.08719905771457e+002dB,1.46325157352065e+002°)
3.23593656929625e+004	(1.08659391066280e+002dB,1.46931186346465e+002°)
3.31131121482588e+004	(1.08600802033470e+002dB,1.47531597069750e+002°)
3.38844156139199e+004	(1.08544102305442e+002dB,1.48126180393671e+002°)
3.46736850452528e+004	(1.08489254589574e+002dB,1.48714739304695e+002°)
3.54813389233572e+004	(1.08436220781817e+002dB,1.49297089003625e+002°)
3.63078054770098e+004	(1.08384962078803e+002dB,1.49873056953845e+002°)
3.71535229097169e+004	(1.08335439087905e+002dB,1.50442482880394e+002°)
3.80189396320557e+004	(1.08287611934710e+002dB,1.51005218722326e+002°)
3.89045144994277e+004	(1.08241440367459e+002dB,1.51561128541047e+002°)
3.98107170553493e+004	(1.08196883858010e+002dB,1.52110088387488e+002°)
4.07380277804108e+004	(1.08153901698994e+002dB,1.52651986131115e+002°)
4.16869383470331e+004	(1.08112453096825e+002dB,1.53186721253877e+002°)
4.26579518801588e+004	(1.08072497260328e+002dB,1.53714204612243e+002°)
4.36515832240161e+004	(1.08033993484768e+002dB,1.54234358170497e+002°)
4.46683592150958e+004	(1.07996901231120e+002dB,1.54747114708479e+002°)
4.57088189614870e+004	(1.07961180200475e+002dB,1.55252417506862e+002°)
